"id","text","section_code","section_name","source_version","source_scope","kind","tone","rarity","char_count","skill","mental","money","ai"
"316","想靠证书安心，最后还是得靠作品说话。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","18","2","-4","0","0"
"317","开源不一定让我入门，但很能让我见世面。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","19","2","-4","0","0"
"318","第一次提 PR，比第一次写项目还紧张。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","wry","uncommon","19","2","-3","0","0"
"319","开源最先练到的，常常不是代码，是沟通。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","19","2","-4","0","0"
"320","读别人代码的时候，才知道自己平时写得多随便。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","22","2","-4","0","0"
"321","学新技术最快的时候，往往是项目快截止的时候。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","22","2","-4","0","0"
"322","真正记住一个知识点，通常是在它坑过我以后。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","21","2","-4","0","0"
"323","学过又忘，不一定是菜，可能只是没用上。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","19","2","-4","0","0"
"324","二次学习最痛的，不是重学，是发现自己真忘了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","22","2","-4","0","0"
"325","复习不是倒退，是把“会过”变成“会用”。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","20","2","-4","0","0"
"326","跟着 AI 写得飞快，review 的时候又慢回来了。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","wry","uncommon","27","2","-3","0","3"
"327","AI 让我更快开始，也让我更需要判断。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","wry","uncommon","19","2","-3","0","3"
"328","我不是不会用 AI，我是怕自己只会用 AI。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","wry","uncommon","22","2","-3","0","3"
"329","AI 给答案很快，验证答案更花时间。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","wry","uncommon","18","2","-3","0","3"
"330","以前怕不会写，现在怕不会审。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","14","2","-4","0","0"
"331","不是知识不够，是输入远大于输出。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","16","2","-4","0","0"
"332","真正能留下来的，往往是那几个反复用过的点。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","21","2","-4","0","0"
"333","学习最难的不是开始，是不再假装自己在学。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","20","2","-4","0","0"
"334","先做一个小东西，比再找十篇教程有用。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","18","2","-4","0","0"
"335","关掉视频，打开编辑器，焦虑才会慢慢退。","N","学习与成长焦虑","2026-06-18","full-spectrum","learning","resonant","uncommon","19","2","-4","0","0"
"336","该抬头了，脖子不是支架。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"337","你在写代码，颈椎在挨打。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"338","坐太久了，起来走两步。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"339","别让腰替今天加班。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","9","0","5","0","0"
"340","状态很顺，也该站一下。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"341","灵感不断，肩膀快断了。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"342","休息不是掉线，是续航。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"343","写得再顺，也别锁死姿势。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"344","今天动过了吗。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","7","0","5","0","0"
"345","先活动，再高效。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","8","0","5","0","0"
"346","眼睛该看远一点了。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","9","0","5","0","0"
"347","盯屏太久，视线该出门了。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"348","20 秒远眺，给眼睛回口血。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","14","0","5","0","0"
"349","先眨眼，再 debug。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"350","代码没跑，眼泪先跑了。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"351","别把干眼当敬业。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","8","0","5","0","0"
"352","脑子卡了，先离开屏幕。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"353","你不是咖啡驱动的。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","9","0","5","0","0"
"354","咖啡能提神，不能还债。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"355","少一杯硬顶，多一晚好睡。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"356","别拿失眠换清醒。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","8","0","5","0","0"
"357","熬夜写的，不一定是高质量。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"358","今晚少熬一小时，明天少废半天。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","15","0","5","0","0"
"359","补觉能缓一阵，规律才是底盘。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","14","0","5","0","0"
"360","别把周末当睡眠补丁。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"361","困了不是菜，是该睡了。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"362","午休 15 分钟，也算回血。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","14","0","5","0","0"
"363","睡不着时，先别硬躺。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"364","脑内线程太多，先记下来。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"365","下午发木，出去晒会儿太阳。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"366","一次散步，比一小时硬撑值钱。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","14","0","5","0","0"
"367","走一走，代码味会淡一点。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"368","久坐不是专注，是定身术。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"369","换个姿势，不算分心。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"370","买椅子有用，动起来更有用。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"371","升降桌不是免死金牌。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"372","真恢复，不靠瘫着刷手机。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","12","0","5","0","0"
"373","今天练背了吗。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","7","0","5","0","0"
"374","核心不稳，腰先报警。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"375","运动不是副业，是主线装备。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"376","糖和咖啡一起冲，你的精力像过山车。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","17","0","5","0","0"
"377","少点甜，下午少点困。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","10","0","5","0","0"
"378","身体不是测试环境。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","9","0","5","0","0"
"379","疼了就查，别拖成线上事故。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"380","体检不是矫情，是排雷。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","11","0","5","0","0"
"381","冥想 5 分钟，脑子少炸一会。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","15","0","5","0","0"
"382","呼吸慢下来，CPU 先降温。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","14","0","5","0","0"
"383","你可以下线，项目不会跑掉。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"384","身体先别崩，再谈长期主义。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","13","0","5","0","0"
"385","别拿命换版本。","O","健康与恢复","2026-06-18","full-spectrum","health","gentle","uncommon","7","0","5","0","0"
"386","你的标签页比待办还多。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"387","你不是缺屏幕，你是缺收敛。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"388","再买个支架，效率就来了。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"389","键盘不是外设，是人格。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"390","这把轴体，像你的脾气。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"391","你买的是椅子，不是腰突。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"392","显示器越多，心越安。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","10","0","-2","-2","0"
"393","代码没写完，桌搭先升级。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"394","咖啡续上，尊严也续上。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"395","耳机一戴，世界静音。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","10","0","-2","-2","0"
"396","你在写代码，也在搭神坛。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"397","线材理顺了，人生也顺点。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"398","NAS 里装的，全是舍不得删。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","15","0","-2","-2","0"
"399","备份不是习惯，是信仰。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"400","自托管的尽头是运维自己。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"401","会员越开越多，心越空。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"402","订阅关不掉，焦虑停不下。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"403","你不是极简，你是暂时没钱。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"404","数字极简三天，收藏一万篇。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"405","你的第二大脑住在浏览器里。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"406","开着的标签页，就是未完成的人生。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","16","0","-2","-2","0"
"407","先收藏，等于已经学会。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"408","这个工具你只差最后一次迁移。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","14","0","-2","-2","0"
"409","又换笔记软件了，是吧。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"410","你整理知识库的样子像在逃命。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","14","0","-2","-2","0"
"411","远程办公久了，连说话都要 async。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","19","0","-2","-2","0"
"412","Standup 结束，一天的人话也结束了。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","21","0","-2","-2","0"
"413","你想要安静，也想被理解。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"414","社交电量见底，设备清单满格。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","14","0","-2","-2","0"
"415","你的爱好叫宅着升级装备。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"416","小配件不贵，组合起来肉疼。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"417","显示器臂买完，桌面突然会呼吸。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","15","0","-2","-2","0"
"418","竖屏不是信仰，只是分工。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"419","一个屏幕求生，三个屏幕求稳。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","14","0","-2","-2","0"
"420","你说是生产力，其实是玩具。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"421","真正贵的不是设备，是理由。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"422","键帽换了，人生没换。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","10","0","-2","-2","0"
"423","买前做功课，买后看评测。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"424","你在选耳机，也在选边界。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"425","降噪一开，情绪也降噪。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","11","0","-2","-2","0"
"426","咖啡机不是家电，是启动器。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"427","好椅子买来，是为了多坐几年。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","14","0","-2","-2","0"
"428","你不是囤数据，你是在囤安全感。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","15","0","-2","-2","0"
"429","云不一定可靠，自己折腾一定累。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","15","0","-2","-2","0"
"430","省下的订阅费，花在新显示器上了。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","16","0","-2","-2","0"
"431","说好断舍离，先留这个教程。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"432","默认值好用，才是真奢侈。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","12","0","-2","-2","0"
"433","你讨厌折腾，也离不开折腾。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"434","今天不升级设备，升级心情。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"435","最后的极简，是少买但买贵。","P","设备、消费、社交与性格","2026-06-18","full-spectrum","life","wry","common","13","0","-2","-2","0"
"436","站起来走两分钟，腰椎比需求更紧急。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","17","0","7","0","0"
"437","今天别硬撑，睡眠不是可选依赖。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","15","0","7","0","0"
"438","眼睛离开屏幕，看看窗外的真实渲染。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","17","0","7","0","0"
"439","单程通勤一小时，记得把耳机电充满。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","17","0","7","0","0"
"440","下班路上别刷工单，给大脑留个缓冲区。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","18","0","7","0","0"
"441","周末留半天给家人，不要全给副业。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","16","0","7","0","0"
"442","颈椎发出警告：本次迭代需要休息。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","16","0","7","0","0"
"443","健身房没去没关系，先下楼走一圈。","L","生活、健康与恢复","2026-06-18-life-extension","life-learning-extension","health","resonant","common","16","0","7","0","0"
"444","AI不是裁员通知，先把它变成工具箱。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","1","-4","0","7"
"445","今天学一个提示词，比焦虑一小时划算。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","1","-4","0","7"
"446","让AI写草稿，你负责判断和验收。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","16","1","-4","0","7"
"447","读一页官方文档，胜过刷十条恐慌帖。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","17","1","-4","0","7"
"448","你的价值不是敲字速度，是定义问题。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","17","1","-4","0","7"
"449","今天主动约个老同事，机会常在弱连接里。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","19","0","5","0","0"
"450","一个人吃饭也行，但别长期断开连接。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","17","0","5","0","0"
"451","技术群少潜水一次，提个真问题。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","15","0","5","0","0"
"452","孤独不是bug，但长期无反馈要修复。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","18","0","5","0","0"
"453","副业先定月入500，别一开始追神话。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","18","2","-5","5","0"
"454","做低频产品前，先问用户多久用一次。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","17","2","-5","5","0"
"455","别被暴富案例牵着跑，先验证现金流。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","17","2","-5","5","0"
"456","买课前先做一版demo，防止焦虑消费。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","19","2","-5","5","0"
"457","加班前问清楚：是紧急，还是管理失控？","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","18","3","-10","3","0"
"458","晚九点后少写核心逻辑，明天bug会认账。","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","20","3","-10","3","0"
"459","24小时待命不是敬业，是边界丢失。","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","17","3","-10","3","0"
"460","陪孩子的时间，别总输给临时会。","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","15","3","-10","3","0"
"461","面试问加班，顺便问补偿和真实下班点。","L","面试、Gap与求职疲劳","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","3","-6","0","0"
"462","Gap别硬编，讲复盘、学习和下一步。","L","面试、Gap与求职疲劳","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","3","-6","0","0"
"463","简历少堆名词，多写你解决了什么问题。","L","面试、Gap与求职疲劳","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","3","-6","0","0"
"464","今天只试一个 AI 工具，别开工具选秀。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","20","1","-4","0","7"
"465","模型更新很快，你不用每次都追尾。","L","AI学习与工具焦虑","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","16","1","-4","0","7"
"466","Slack 的热闹不等于人际连接。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","17","0","5","0","0"
"467","孤独会复利，约人喝咖啡也会。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","14","0","5","0","0"
"468","今天发一条非工作消息，别只在 PR 里出现。","L","社交、家庭与边界","2026-06-18-life-extension","life-learning-extension","life","resonant","common","22","0","5","0","0"
"469","副项目不是第二份全职工作。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","13","2","-5","5","0"
"470","今天做 ship 或 abandon，不做无限规划。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","26","2","-5","5","0"
"471","不要用换框架假装推进。","L","副业、独立开发与现金流","2026-06-18-life-extension","life-learning-extension","life","resonant","common","11","2","-5","5","0"
"472","“就回一条消息”是加班的种子。","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","15","3","-10","3","0"
"473","长期在线不是可靠，是慢性掉血。","L","加班、通勤与生活边界","2026-06-18-life-extension","life-learning-extension","event","resonant","common","15","3","-10","3","0"
"474","面试焦虑不是菜，是高压环境的副作用。","L","面试、Gap与求职疲劳","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","18","3","-6","0","0"
"475","幽灵职位会吃情绪，记录它，不要内化它。","L","面试、Gap与求职疲劳","2026-06-18-life-extension","life-learning-extension","learning","resonant","common","19","3","-6","0","0"
"476","手环震了三次，你终于从椅子上编译起来。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","自嘲","common","19","0","8","0","0"
"477","颈椎提示：该版本已连续运行 8 小时。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","黑色幽默","common","19","0","8","0","0"
"478","你站起来接水，顺便重启了下半身。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","轻松","common","16","0","8","0","0"
"479","腰椎没有报错，只是日志级别升到了 warning。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","自嘲","common","25","0","8","0","0"
"480","午休趴桌 20 分钟，脖子进入兼容模式。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","苦笑","common","20","0","8","0","0"
"481","今天没熬夜，但身体还在清算昨天的债。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","现实","common","18","0","8","0","0"
"482","体检报告出来了，比周报更需要复盘。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","黑色幽默","common","17","0","8","0","0"
"483","你做了三分钟拉伸，获得短暂人类形态。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","轻松","common","18","0","8","0","0"
"484","通勤一小时，灵魂延迟到岗。","L","加班、通勤与生活边界","2026-06-18-research-extension","research-extension","event","疲惫","common","13","3","-11","2","0"
"485","房租便宜了，通勤把差价收回去了。","L","加班、通勤与生活边界","2026-06-18-research-extension","research-extension","event","吐槽","common","16","3","-11","2","0"
"486","家人以为你在家就等于随时有空。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","现实","common","15","0","6","0","0"
"487","远程会议静音后，你听见生活在后台运行。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","温和","common","19","0","6","0","0"
"488","周末群消息响起，你的心率图出现尖峰。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","焦虑","common","18","0","6","0","0"
"489","你练习拒绝，打出来的第一句是“我看看”。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","自嘲","common","20","0","6","0","0"
"490","父母问你稳定吗，你看了看公司群沉默了。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","苦笑","common","19","0","6","0","0"
"491","今天没学习新框架，但学会了给父母回电话。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","温和","common","20","0","6","0","0"
"492","相亲对象问爱好，你差点回答“稳定复现”。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","自嘲","common","20","0","6","0","0"
"493","你不是不会聊天，只是太想一次提交通过。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","自嘲","common","19","0","6","0","0"
"494","失业第一周很自由，第二周开始计算燃烧率。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","现实","common","20","0","8","0","0"
"495","焦虑没有消失，只是被一次散步降噪。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","治愈","common","17","0","8","0","0"
"496","你今天没有变强，但没有继续透支。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","克制","common","16","0","8","0","0"
"497","简历已读不回，你学会把它当异步任务。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","自嘲","common","18","2","-7","0","0"
"498","面试前心跳加速，手环误判你在运动。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","黑色幽默","common","17","2","-7","0","0"
"499","一线城市机会多，生活成本也很会排队。","L","加班、通勤与生活边界","2026-06-18-research-extension","research-extension","event","现实","common","18","3","-11","2","0"
"500","家里没有同事打扰，但有冰箱持续拉取请求。","L","社交、家庭与边界","2026-06-18-research-extension","research-extension","life","轻松","common","20","0","6","0","0"
"501","早餐被跳过，午饭开始追债。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","现实","common","13","0","8","0","0"
"502","高糖奶茶提供快乐，也提交了崩溃定时器。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","自嘲","common","19","0","8","0","0"
"503","智能手表记录睡眠，也记录你不听劝。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","吐槽","common","17","0","8","0","0"
"504","你买了降噪耳机，终于听见自己的累。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","温酸","common","17","0","8","0","0"
"505","今天没有崩溃，只是短暂失去响应。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","克制","common","16","0","8","0","0"
"506","生存提示：先保存身体，再保存项目。","L","生活、健康与恢复","2026-06-18-research-extension","research-extension","health","克制","common","17","0","8","0","0"
"507","教程看完了，项目还是空文件夹。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","自嘲","common","15","2","-3","0","6"
"508","今天别再收藏路线图了，写 30 行自己的代码。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","推动","common","23","2","-3","0","6"
"509","你缺的不是第 18 门课，是一次笨拙开工。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","温和提醒","common","21","2","-3","0","6"
"510","先做一个会坏的版本，再学怎么修。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","实干","common","16","2","-3","0","6"
"511","复制代码不是罪，复制完不理解才危险。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","警醒","common","18","2","-3","0","6"
"512","别把“准备学习”误当成“正在学习”。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","清醒","common","18","2","-3","0","6"
"513","被 AI 写得太快吓到时，去读一遍它生成的边界条件。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","冷静","common","26","2","-3","0","6"
"514","AI 能补全代码，不能替你理解事故。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","警醒","common","18","2","-3","0","6"
"515","能 review AI 代码的人，才是真的在用 AI。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","专业","common","27","2","-3","0","6"
