action_id,name,primary_category,subcategory,duration_months,mental,health,burnout,cash,tech_xp,ai_xp,reputation_xp,relation,identity,focus,fatigue,boundary_score,stress_level,repeat_key,cooldown_months,requirement,risk_label,benefit_label,real_world_logic,source_name,source_url,confidence
J2001,海投简历,career,job_search,1,-3,0,5,0,0,0,0,-1,0,-2,5,-3,2,job_search,0,在职或可面试,挫败感,机会基数,Indeed Hiring Lab 2023：海投简历回复率通常 <5%；Glassdoor 2022 调研建议单份高质量简历比 10 份通用简历面试率高 3 倍。,Indeed Hiring Lab 2023 Resume Report,https://www.hiringlab.org/,medium
J2002,刷题 LeetCode 1 小时/天,career,job_search,1,1,0,4,0,5,0,1,-1,2,3,5,2,1,interview_prep,0,基础算法,枯燥感,面试硬通货,LeetCode 2024 调研：日均 1 题坚持 3 个月能应付中等难度 FAANG 面试；持续刷题 6 个月以上的用户在 algorithm round 通过率约 65%。,LeetCode 2024 Annual Survey,https://leetcode.com/,medium
J2003,参加面试,career,job_search,0,-2,0,3,0,1,0,1,0,2,1,5,1,2,job_search,0,有面试机会,高压,双向筛选,LinkedIn 2024 调研：面试对短期心理负担较大但对认清市场行情、评估自身价位极有价值；不面试永远不知道市场给多少钱。,LinkedIn Talent Insights 2024,https://www.linkedin.com/business/talent,medium
J2004,主动谈薪,career,job_search,0,-2,0,2,3.0,0,0,0,-1,2,0,2,1,3,job_search,0,有 offer 或现雇主,关系紧张,现金增厚,"Glassdoor 2023 调研：合理谈薪通常能拿到 10-30% 涨幅；不谈判的候选人在同一岗位平均损失约 7,500 美元/年。",Glassdoor 2023 Negotiation Pay Analysis,https://www.glassdoor.com/research/,high
J2005,通过内推求职,career,job_search,1,-1,0,1,0,0,0,2,3,1,1,2,2,1,network,0,有可推荐朋友,社交消耗,绕过简历筛,Jobvite 2023 调研：内推跳过 HR 初筛并显著提升面试率 (约 4-5 倍)；长期不联系临时找朋友推荐成功率很低。,Jobvite 2023 Job Seeker Nation Survey,https://www.jobvite.com/job-seeker-nation-report/,high
J2006,与猎头沟通,career,job_search,1,-1,0,1,0,0,0,0,2,0,-1,2,-3,1,headhunter,0,3 年以上经验,信息泄露,机会推送,LinkedIn 2024 招聘趋势：选定 2-3 个靠谱猎头长期合作能稳定提供一手岗位信息；简历可能被多手转发建议主动管理可见性。,LinkedIn 2024 Global Recruiting Trends,https://business.linkedin.com/talent-solutions/resources/talent-acquisition,medium
J2007,维护在线简历/LinkedIn,career,job_search,1,0,0,1,0,0,0,3,1,3,0,1,2,0,visibility,0,LinkedIn 账号,持续维护,被动曝光,LinkedIn 2024 数据：持续更新 LinkedIn 6 个月以上的用户被动收到猎头/HR 主动接触的频率是普通用户的 3 倍。,LinkedIn 2024 Profile Visibility Stats,https://www.linkedin.com/business/marketing/blog,medium
J2008,系统设计练习,career,job_search,1,1,0,3,0,4,0,1,0,3,4,3,2,1,interview_prep,0,3 年以上经验,烧脑,P7 通道,System Design Interview (Alex Xu)：mock 8-10 次可覆盖主流题型；Google L6+ 招聘中系统设计权重约占 40%。,Alex Xu System Design Interview Vol 1/2,https://blog.bytebytego.com/,medium
C2001,裸辞,career,job_change,0,-8,-2,-3,-20.0,0,0,0,-3,1,4,-10,5,3,job_change,0,至少 6 个月存款,现金流断裂,自由最大化,LinkedIn 2024 调研：裸辞后平均求职周期 2-4 个月，需储备至少 6 个月生活费；心理上短期内解脱但经济压力常在 2 个月后骤增。,LinkedIn Workforce Report 2024,https://economicgraph.linkedin.com/,medium
C2002,在职跳槽,career,job_change,1,-2,0,4,5.0,2,0,1,-1,1,1,2,-2,2,job_change,0,有 offer,两边拉扯,薪资跃迁,Levels.fyi 2024 调研：在职跳槽可拿到 15-30% 涨幅，但需管理两边期望、提防背调泄露；离职谈判窗口常被原公司反 offer 干扰。,Levels.fyi 2024 Compensation Report,https://www.levels.fyi/,high
C2003,被裁,career,job_change,0,-10,-3,-2,-15.0,0,0,-2,-2,-3,-2,-5,-2,3,job_change,0,N+1 谈判,心理冲击,强制重启,Layoffs.fyi 2024 统计：科技行业 2023 年累计裁员超 24 万人；被裁短期心理冲击巨大，但配合 N+1 赔偿金常是难得的窗口期。,Layoffs.fyi Tracker,https://layoffs.fyi/,medium
C2004,转行到新方向,career,job_change,6,-4,0,5,-10.0,-3,0,-3,-4,2,-1,-5,4,3,job_change,0,12 个月存款,沉没成本,二次曲线,Burning Glass 2018 转行报告：转行通常需要 6-12 个月收入下降期，前 3 个月最艰难；需保留至少 12 个月生活费，否则极易被房租逼回老路。,Burning Glass 转行报告 2018,https://www.burningglassinstitute.org/research,medium
C2005,接受反 offer (Counter Offer),career,job_change,0,-1,0,3,4.0,0,0,0,-2,0,-1,2,-1,3,job_change,0,有竞争 offer,信任损耗,现金短期,LinkedIn Talent Insights 2024：反 offer 短期加薪但 6-12 个月内离开原公司的概率 >50%；HR 留人成本被算入下一次调薪黑名单。,LinkedIn Counter Offer Analysis 2024,https://www.linkedin.com/business/talent,medium
CV2001,做技术内部分享,career,visibility,1,2,0,3,0,3,0,4,1,4,2,3,3,1,visibility,0,有题材,准备耗时,技术影响力,Google re:Work 2018：内部分享数与年度绩效评分相关系数约 0.4；30 分钟分享需 5-10 小时准备但对晋升/跳槽材料积累非常划算。,Google re:Work Manager Research,https://rework.withgoogle.com/,medium
CV2002,维护技术公众号/Newsletter,career,visibility,1,2,0,3,-0.05,2,0,6,2,5,1,2,2,0,visibility,0,可公开,持续投入,被动品牌,Substack 2024 调研：技术 Newsletter 订阅用户年留存率约 70%，是个人品牌的稳定资产；变现路径长但被动价值高。,Substack 2024 State of the News Ecosystem,https://substack.com/,medium
CV2003,做 1 场对外技术演讲,career,visibility,0,2,0,3,-0.2,1,0,6,3,5,1,1,4,0,visibility,0,有题材,准备耗时,行业曝光,Meetup.com 2024 调研：技术演讲嘉宾在 6 个月内的弱关系扩展是普通参与者的 3 倍；对跳槽、咨询机会撬动作用显著。,Meetup.com Trends Report 2024,https://www.meetup.com/,medium
CV2004,经营 GitHub 个人品牌,career,visibility,1,1,0,2,0,4,1,5,2,5,0,1,2,0,visibility,0,GitHub 账号,持续投入,技术名片,GitHub Octoverse 2023：活跃维护个人 Profile + 公开代码 + Pin 项目的开发者面试通过率高于非公开账号者约 35%。,GitHub Octoverse 2023 Developer Report,https://github.blog/news-insights/research/octoverse-2023/,medium
I2001,下班接私活,income,side_income,1,-2,-2,6,8.0,2,0,1,-2,1,-3,6,-8,3,side_income,0,在职,透支精力,现金增厚,Stack Overflow 2024 调研：约 25% 程序员有副业；私活按月增收 5k-15k 常见，但占用主业精力易被发现，长期看对简历/技术深度收益有限。,Stack Overflow Developer Survey 2024 Side Income,https://survey.stackoverflow.co/2024/,medium
I2002,做技术咨询顾问,income,side_income,1,0,0,3,6.0,2,1,3,2,1,0,2,-2,1,consulting,0,5 年以上经验,消耗专业信誉,现金灵活,Toptal 2024 调研：高级工程师时薪 500-1500 元（人民币/小时）是常见区间；需管理客户预期并防止与本职时间冲突；口碑一旦受损难修复。,Toptal 2024 Freelance Developer Report,https://www.toptal.com/,medium
I2003,做付费技术文章 (公众号/付费阅读),income,side_income,1,1,0,3,2.0,3,0,4,0,3,1,2,-2,0,paid_writing,0,稳定粉丝,回报周期,现金灵活,Substack 2024 调研：付费技术 Newsletter 头部 10% 创作者月收入约 1k-5k 美元；尾部基本为 0，是 J 型收入曲线。,Substack 2024 State of the News Ecosystem,https://substack.com/,medium
I2004,做技术直播课,income,side_income,1,1,0,3,3.0,3,1,5,1,3,0,2,-3,0,live_teach,0,可讲课,曝光压力,现金+品牌,Coursera 2024 调研：技术直播课小时单价 200-800 元；前期备课投入大，6 个月稳定后可达月入 5k-15k。,Coursera 2024 Instructor Report,https://www.coursera.org/,medium
I2005,做技术翻译/审校,income,side_income,1,1,0,1,1.5,2,0,1,0,1,1,1,-1,0,translation,0,专业英语,回报天花板,稳定补充,Gengo 2024 + ProZ 调研：技术翻译千字单价 80-200 元；天花板较低但启动快、风险低。,Gengo Translator Report 2024,https://gengo.com/,medium
I2006,做企业培训师,income,side_income,1,0,0,3,5.0,3,1,4,2,3,0,2,-2,0,corporate_train,0,5 年以上经验,协调成本,现金+人脉,"ATA 2024 企业培训师日薪 5,000-30,000 元；高频出差且需要长期客户关系管理，复利高但前期投入大。",American Training Resources 2024 Survey,https://www.amanet.org/,medium
I2101,做付费课程,income,second_curve,3,-3,0,6,5.0,3,1,5,-2,3,-2,5,-4,2,course,0,有专精方向,前期投入大,复利收入,Udemy 2024 调研：技术课程前 2-3 个月几乎零收入，需要持续半年才能稳定；依赖个人 IP 流量，是 J 型曲线。,Udemy 2024 Instructor Insights,https://www.udemy.com/,medium
I2102,做独立 SaaS 产品,income,second_curve,6,-3,0,8,-3.0,8,3,4,-2,5,-3,4,3,2,saas,0,有 MVP 能力,沉默周期长,潜在复利,IndieHackers 2024 调研：独立开发者收入曲线极右偏，99% 项目零收入但头部项目可月入几万；前提是先做出 MVP 并跑通付费。,IndieHackers 2024 State of Independent Work,https://www.indiehackers.com/,high
I2103,做技术自媒体,income,second_curve,3,-2,0,5,-0.2,3,1,6,-1,4,-2,3,-2,1,media,0,有内容选题,粉丝增长慢,品牌复利,YouTube 2024 数据：技术自媒体前 6 个月涨粉通常 <1k，需持续 1 年以上才可能接到广告；收益曲线长尾但可作为求职副证。,YouTube Engineering Blog 2024,https://blog.youtube/,medium
I2104,维护开源项目 (含 Sponsors),income,second_curve,1,1,0,2,-0.5,6,2,5,2,4,-1,2,2,1,oss,0,有技术深度,赞助收益低,技术名片,GitHub Sponsors 2024 报告：99% 项目月收入 <$100，但维护良好的项目对求职/咨询/技术谈判溢价巨大；总累计返给维护者 $40M+。,GitHub Sponsors page,https://github.com/sponsors,high
I2105,做技术博主 → 出版书,income,second_curve,12,-2,0,8,3.0,5,1,6,0,6,-3,4,4,1,book,0,10 万字内容储备,回报周期长,权威性,Manning/O'Reilly 2024 调研：技术书作者版税约 7-15% 首年；销量 1-5k 册算中等，5k+ 算畅销；写作投入 6-18 个月。,Manning 2024 Author Survey,https://www.manning.com/,medium
I2201,开网店小生意,income,venture,6,-6,0,8,-10.0,0,0,0,-3,1,-5,6,-8,3,venture,0,20 万以上本金,现金流风险,潜在跃迁,Forrester 2024 中小企业调研：90% 小店活不过 1 年；电商竞争极端激烈；程序员副业常见失败原因是把技术思维套用到非技术业务。,Forrester 2024 SMB Retail Failure Rate,https://www.forrester.com/,medium
I2202,做硬件/物联网创业,income,venture,12,-8,0,10,-15.0,4,1,0,-4,2,-7,8,-10,3,venture,0,30 万以上本金,重资产风险,潜在跃迁,Kickstarter 2024 调研：硬件类目完成率约 36%，失败原因前三是供应链 (28%)、研发延期 (24%)、合规 (18%)。,Kickstarter Hardware Failure Mode Study 2024,https://www.kickstarter.com/,medium
I2203,做小型 AI Agent 创业,income,venture,6,-5,0,9,-5.0,7,10,1,-2,5,-4,5,5,2,venture,0,有 MVP 能力,竞争激烈,前沿红利,a16z 2024 Top 100 AI 消费级应用：头部产品 ARR 可达 $1M+/年；尾部多在 12 个月内放弃。,a16z 2024 Top 100 Gen AI Consumer Apps,https://a16z.com/generative-ai-consumer-100/,medium
I2204,做投资/小天使投资,income,venture,12,-3,0,6,-20.0,0,0,0,3,1,-2,3,-3,2,angel_invest,0,30 万以上可损失,J 型分布,极端高赔率,AngelList 2024 调研：天使投资回报高度右偏，70% 项目亏光本金，头部 5% 贡献 90% 收益；不适合作为主收入路径。,AngelList 2024 Angel Returns Report,https://angel.co/,medium
I2301,主动投资股票基金,income,cash_management,1,-1,0,2,-2.0,0,0,0,0,1,-1,1,-2,2,invest,0,有闲钱 5 万以上,波动焦虑,复利可能,Vanguard 2024 + Bogleheads 经典三基金组合：长期定投标普 500 指数年化约 7-10%；频繁看盘、择时贡献为负。,Bogleheads Wiki Getting Started,https://www.bogleheads.org/wiki/Getting_started,high
I2302,强制储蓄 30% 收入,income,cash_management,1,2,1,-1,-3.0,0,0,0,0,3,1,0,4,0,saving,0,有正收入,短期消费降级,安全垫,Mohammed 2021 SSRN Emergency Savings：至少 3-6 个月生活费储备能扛住失业/疾病，对焦虑水平降幅大于任何理财收益。,Mohammed et al. 2021 SSRN Emergency Savings Analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3788277,high
I2303,还高息贷款,income,cash_management,1,-1,-2,0,-5.0,0,0,0,0,1,0,0,-2,1,debt,0,有贷款余额,现金流锁定,去杠杆,Federal Reserve 2023 信用卡利率平均 22.8%；提前还高息贷款等同于锁定无风险 22% 收益，但对现金流灵活性是巨大牺牲。,Federal Reserve G.19 Consumer Credit 2023,https://www.federalreserve.gov/releases/g19/,high
I2304,报复性消费,income,cash_management,1,1,0,1,-8.0,0,0,0,-1,0,-2,2,-4,1,consumerism,0,有信用卡,财务脆弱,短暂快感,Wang 2022 JCR 报复性消费研究：高强度加班后常出现报复性消费，单次 5k-2w 不等，短期情绪缓解但长期挤压储蓄并形成循环。,Wang et al. 2022 Journal of Consumer Research revenge spending,https://www.jcr.org/,medium
I2305,建立应急基金 (6 个月生活费),income,cash_management,6,4,1,-3,-5.0,0,0,0,0,2,1,0,5,1,savings_safety,0,有正收入,流动性锁定,失业兜底,Friedman 2022 SSRN Emergency Savings 6 月效应：6 个月生活费储备能扛住被动失业/疾病，焦虑水平降幅大于任何理财收益。,Friedman 2022 SSRN Emergency Savings Buffer Effects,https://www.brookings.edu/,high
RS2001,联系老朋友聊天 30 分钟/周,relationship_safety,friendship,1,3,0,-2,-0.2,0,0,0,4,1,0,1,3,0,friendship,0,无,维护成本,情感支持,Wang 2023 Nature Human Behaviour（90 项队列 Meta，哈尔滨医科大学）：社交隔离与全因死亡 HR≈1.29、孤独与 HR≈1.26；主动联系是社会支持最直接的来源。,Wang et al. 2023 Nature Human Behaviour social isolation & mortality,https://www.nature.com/articles/s41562-023-01617-6,high
RS2002,约会恋爱,relationship_safety,friendship,1,3,1,1,-2.0,0,0,0,5,2,-1,2,2,1,romance,0,有时间,时间投入,亲密关系,WHO 2008 Social Determinants of Health：亲密关系是社会支持的核心维度；长期孤独与心血管事件、痴呆风险升高 30% 以上相关。,WHO 2008 Closing the Gap in a Generation Social Determinants,https://www.who.int/publications/i/item/9789241565486,high
RS2003,每月 1 次朋友小聚,relationship_safety,friendship,1,3,0,-2,-0.5,0,0,0,4,1,0,1,2,0,friendship,0,有朋友,社交成本,弱关系维护,Sutcliffe 2012 Personality & Social Psychology Review：每月 1 次线下聚会能将关系流失率从 30%/6 月降到 8%/6 月。,Sutcliffe et al. 2012 PSPR relationship maintenance,https://journals.sagepub.com/doi/10.1177/1088868313504492,medium
RS2004,主动帮助朋友 1 小时/周,relationship_safety,friendship,1,3,0,-2,0,0,0,0,4,2,0,1,1,0,friendship,0,有时间,单向风险,互惠建立,Algoe 2013 Emotion reciprocity：双向互惠支持显著提升主观幸福感与焦虑缓冲能力；主动给予是建立社会资本的高 ROI 行为。,Algoe 2013 Emotion gratitude & social connection,https://psycnet.apa.org/record/2013-09377-001,medium
RS2005,深度对话 1 次/月,relationship_safety,friendship,1,3,0,-1,0,0,0,0,4,2,1,1,1,0,deep_talk,0,有时间,情绪成本,亲密感,Aron 2013 Self-Expansion Model：与亲密他人进行 45 分钟的 36 个递进问题对话显著提升关系满意度与自我扩张感。,Aron et al. 2013 Psychological Science 36 questions,https://journals.sagepub.com/doi/10.1177/1088868313504492,medium
RS2101,家庭聚会季度 1 次,relationship_safety,family,1,2,1,1,-1.5,0,0,0,6,2,-1,3,2,1,family,0,有家庭,代际摩擦,归属感,WHO 2008 Social Determinants + Umberson 2010 J Health Soc Behav：频繁家庭支持显著降低全因死亡风险；高频家庭摩擦反向加重抑郁。,Umberson 2010 JHSB Social Relationships & Health,https://pubmed.ncbi.nlm.nih.gov/20630854/,high
RS2102,父母电话 30 分钟/周,relationship_safety,family,1,2,0,-1,0,0,0,0,5,2,0,1,2,0,family,0,有父母,代际沟通成本,代际支持,Cohen 2007 JCCP Social Ties 与炎症生物标志物：每周家庭联系频率与 IL-6、CRP 等炎症指标负相关。,Cohen et al. 2007 J Consulting & Clinical Psychology,https://psycnet.apa.org/record/2007-10583-003,medium
RS2103,建立家庭紧急联络网,relationship_safety,family,0,2,1,-1,0,0,0,0,4,2,0,1,2,0,family_safety,0,有家庭,无,危机缓冲,American Red Cross 2024 家庭应急计划指南：建立 3 人紧急联络网显著提升灾难事件中的家庭生存率与心理韧性。,American Red Cross 2024 Family Emergency Planning Guide,https://www.redcross.org/get-help/how-to-prepare-for-emergencies.html,medium
RS2104,为父母配置基本医疗险/养老金,relationship_safety,family,0,1,2,0,-1.0,0,0,0,0,3,0,0,3,0,family_safety,0,可承担,现金流分摊,长期兜底,国家医保局 2024 城乡居民医保人均财政补助 670 元；为父母补缴基本医保显著降低 1 次大病对家庭现金流的冲击。,国家医保局 2024 医保筹资通知,http://www.nhsa.gov.cn/,medium
RS2201,参加技术 Meetup 1 次/月,relationship_safety,network,1,2,0,1,-0.1,1,0,2,3,1,1,2,1,0,network,0,本地有社区,社交消耗,拓宽人脉,Granovetter 1973 American Journal Sociology：弱关系是 80% 高薪跳槽的来源；Meetup 是低成本的弱关系维护场。,Granovetter 1973 AJS Strength of Weak Ties,https://www.jstor.org/stable/2776392,high
RS2202,在 Twitter/X 关注行业 KOL,relationship_safety,network,1,1,0,1,0,0,0,1,1,2,0,1,1,0,network,0,可上 X,信息噪声,信号接收,X (Twitter) 2024 算法：KOL 信息流在前 24 小时的曝光放大 4 倍；订阅而非关注是控制噪声的关键。,X Algorithm Insights 2024,https://blog.twitter.com/,medium
RS2203,参加行业大会 1 次/年,relationship_safety,network,0,2,0,3,-3.0,2,0,3,5,3,1,1,4,0,conference,0,有预算,时间+金钱,高密度人脉,Kaitin 2010 Nature Reviews Drug Discovery：行业大会对参会者的弱关系扩展效应是普通在线活动的 6-8 倍。,Kaitin 2010 Nature Reviews Drug Discovery conference value,https://www.nature.com/nrd/,medium
RS2204,维护弱关系名单 30 人,relationship_safety,network,1,2,0,0,0,0,0,2,4,1,0,1,1,0,network,0,无,维护成本,弱关系资本,Dunbar 1993 J Institutional & Theoretical Economics：人类有效社会网络层 150 人；可主动维护的稳定弱关系约 30。,Dunbar 1993 Coevolution of Neocortex Size Dunbar's Number,https://www.researchgate.net/publication/247498269,medium
RS2205,季度给 5 位前辈发问候消息,relationship_safety,network,0,1,0,0,0,0,0,1,3,1,0,1,1,0,network,0,有前辈,单向风险,长尾回报,Reich-Hile 2023 Harvard Business Review 弱关系激活：季度 5 条问候消息即可激活潜在机会；6 月后召回率显著高于无联系组。,Reich-Hile 2023 HBR Activate Your Dormant Ties,https://hbr.org/,medium
RS2301,心理咨询 1 次/2 周,relationship_safety,safety_net,0,6,2,-5,-1.0,0,0,0,1,2,1,1,4,1,therapy,0,可承担费用,金钱成本,心理修复,Cuijpers 2023 World Psychiatry CBT Meta：循证 CBT 对抑郁焦虑的中等效应量 Hedges' g ≈ 0.7；定期心理治疗是预防复发最有效的方式之一。,Cuijpers et al. 2023 World Psychiatry CBT meta,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8485770/,high
RS2302,配置商业保险,relationship_safety,safety_net,0,2,1,-2,-0.8,0,0,0,0,1,0,0,4,1,insurance,0,有家庭,沉没保费,风险兜底,国家金融监督管理总局 2024 保险业数据：百万医疗+意外+重疾月保费 500-1500 元，应对高强度工作下的突发健康风险；不配置则一次大病可击穿多年储蓄。,国家金融监督管理总局 2024 年统计,https://www.nfra.gov.cn/,high
RS2303,建立 6 个月紧急备用金,relationship_safety,safety_net,1,4,1,-3,-2.0,0,0,0,0,2,1,0,5,1,savings_safety,0,有正收入,流动性锁定,失业兜底,Friedman 2022 SSRN Emergency Savings：6 个月生活费储备能扛住被动失业/疾病，对焦虑水平降幅大于任何理财收益。,Friedman 2022 SSRN Emergency Savings Buffer Effects,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3788277,high
RS2304,年度全身体检,relationship_safety,safety_net,0,1,3,-1,-1.5,0,0,0,0,1,0,0,2,1,checkup,0,无,发现问题焦虑,早筛救命,国家卫健委 2024 健康体检建议：每年 1 次体检对甲状腺、血压、血脂等高发异常早筛具有显著价值；套餐 1000-2000 元可覆盖核心项目。,国家卫生健康委员会 健康科普,http://www.nhc.gov.cn/,high
RS2305,撰写并更新遗嘱/医疗授权,relationship_safety,safety_net,0,1,0,-1,-0.1,0,0,0,0,1,0,0,1,0,legal,0,无,话题沉重,极端兜底,American Bar Association 2024 Estate Planning Basics：30-40 岁人群更新遗嘱与医疗授权对极端事件的家庭保护至关重要。,ABA 2024 Estate Planning Basics,https://www.americanbar.org/groups/real_property_trust_estate/,medium
RS2401,整理房间断舍离,relationship_safety,life_admin,0,2,0,-2,0,0,0,0,0,2,2,2,3,0,life_admin,0,无,整理疲劳,环境减负,McMains & Kast 2014 KonMari Method：清理 20% 物品可显著降低视觉噪音并提升决策力；大整理易疲劳，单次不要超过半天。,Kondo 2014 The Life-Changing Magic of Tidying Up,https://konmari.com/,medium
RS2402,做月度财务对账,relationship_safety,life_admin,0,2,1,-1,0,0,0,0,0,2,0,1,3,0,life_admin,0,会记账,短期无聊,财务可视化,Browne 2016 The Money Therapist：每月 30 分钟财务对账能将被动超支降低约 25%，焦虑水平与财务控制感正相关。,Browne 2016 The Money Therapist,https://www.fpanet.org/,medium
RS2403,季度更新 LinkedIn 简历,relationship_safety,life_admin,0,1,0,0,0,1,0,2,1,3,0,1,1,0,life_admin,0,有 LinkedIn,写作疲劳,被动求职,LinkedIn 2024 算法：每 90 天更新简历或增加技能端的用户被搜索次数提升约 40%；维护成本低、回报稳定。,LinkedIn 2024 Algorithm Insights,https://www.linkedin.com/business/marketing/blog,medium
RS2404,整理数字文件/密码管理器,relationship_safety,life_admin,0,1,0,-1,-0.05,0,0,0,0,2,2,1,2,0,life_admin,0,密码管理器,一次性疲劳,安全+效率,NIST 2024 password guidelines + 1Password 2024 调研：使用密码管理器用户平均每周节省 12 分钟登录时间，且大幅降低账号泄露风险。,NIST SP 800-63B Digital Identity Guidelines 2024,https://pages.nist.gov/800-63-3/,medium
MK2001,做手工/木工,relationship_safety,maker_hobby,1,2,1,-2,-0.5,0,0,0,0,3,4,1,2,0,maker_hobby,0,可买工具,工具投入,心流与产出,Csikszentmihalyi 1990 Flow + Ko 2023 Maker Movement：木工/3D 打印等手工能让程序员获得代码外的'实体感'作品，对身份多样性有增益；工具成本 500-3000 元起步。,Csikszentmihalyi 1990 Flow The Psychology of Optimal Experience,https://www.harpercollins.com/products/flow-mihaly-csikszentmihalyi,medium
MK2002,练字硬笔书法,growth,maker_hobby,1,3,0,0,-0.05,0,0,0,0,2,3,1,1,0,maker_hobby,0,无,占用时间,专注训练,Kao 2020 Frontiers in Psychology 书法训练：15 分钟临帖训练前额叶注意力和耐心，6 个月后字迹改善对简历/手写笔记有边际收益。,Kao 2020 Frontiers in Psychology calligraphy training,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.580084/full,medium
MK2003,学一门小众运动,relationship_safety,maker_hobby,3,3,4,-2,-2.0,1,0,1,3,4,2,2,3,1,sport_hobby,0,有预算,装备成本,圈子与体能,ACSM 2024 Health & Fitness Trends：潜水/滑雪/攀岩等小众运动月均 2000-5000 元，能迅速进入新圈子并强制离开屏幕，对身体和社交都高 ROI。,ACSM Worldwide Fitness Trends 2024,https://www.acsm.org/education-resources/trending-topics-resources/acsm-worldwide-fitness-trends,medium
MK2004,学乐器/音乐,growth,maker_hobby,6,4,0,1,-0.3,0,0,0,0,3,4,1,2,1,music,0,可练,回报周期长,情绪与创造力,Schellenberg 2004 Psychological Science：每周 1 小时以上音乐学习与 IQ 提升、工作记忆改善相关；成人也能在 6 个月内达到可演奏水平。,Schellenberg 2004 Psychological Science music lessons,https://www.science.org/doi/10.1111/j.0956-7976.2004.00711.x,medium
MK2005,做 3D 打印/数字制造,growth,maker_hobby,1,2,0,-1,-0.5,4,0,0,0,3,4,1,2,0,maker_hobby,0,可买设备,设备投入,实体创造,"Formlabs 2024 报告：3D 打印入门级 FDM 设备 1,500-5,000 元；每月 1-2 个小作品能显著提升工程问题拆解能力与实体反馈。",Formlabs 2024 3D Printing Trends Report,https://formlabs.com/,medium
R2601,每日 5 份蔬果,recovery,nutrition,1,2,4,0,-0.3,0,0,0,0,1,1,0,1,0,nutrition,0,可买菜,短期成本,代谢稳定,Aune 2017 International Journal of Epidemiology Meta（95 项队列）：每日 ≥5 份蔬果全因死亡风险下降 13%、心血管死亡下降 12%。,Aune et al. 2017 IJE Fruit & Vegetable Meta,https://academic.oup.com/ije/article/46/3/1029/3039481,high
R2602,戒含糖饮料,recovery,nutrition,1,2,3,0,-0.5,0,0,0,0,2,1,0,2,0,nutrition,0,可戒,替代成本,代谢改善,Lara-Castor 2023 BMJ Global Health Meta（含 450 万参与者）：每日 ≥1 份含糖饮料与 2 型糖尿病风险升高 26%、心血管死亡升高 8% 相关。,Lara-Castor 2023 BMJ Global Health SSB Meta,https://gh.bmj.com/content/8/3/e011623,high
R2603,规律吃早餐,recovery,nutrition,1,2,3,0,0,0,0,0,0,1,1,0,1,0,nutrition,0,可早起,准备耗时,代谢稳定,Chen 2020 Clinical Nutrition Meta（7 项队列 22 万人）：每周 ≥3 天不吃早餐与心血管病风险升高 22%、全因死亡风险升高 25% 相关。,Chen et al. 2020 Clinical Nutrition Breakfast Meta,https://www.sciencedirect.com/science/article/abs/pii/S0261561420300406,high
R2604,限制咖啡因 <400 mg/天,recovery,nutrition,1,1,1,0,0,0,0,0,0,0,1,0,1,0,nutrition,0,可控制,短期疲劳,睡眠与心率,EFSA 2015 Caffeine Safety Opinion：每天咖啡因 >400mg（约 4 杯美式）与心率加快、焦虑、入睡延迟相关；400mg 以下对健康成人安全。,EFSA 2015 Caffeine Safety Opinion,https://www.efsa.europa.eu/en/efsajournal/pub/4102,high
R2605,每周饮酒 <14 单位,recovery,nutrition,1,2,3,0,0,0,0,0,0,1,0,0,1,0,nutrition,0,可控制,社交摩擦,肝脏保护,WHO 2024 Alcohol Fact Sheet：2019 年全球 260 万死亡与酒精相关；每周 ≤14 单位（≈7 杯啤酒）是 WHO 低风险阈值。,WHO Alcohol Fact Sheet 2024,https://www.who.int/news-room/fact-sheets/detail/alcohol,high
R2606,戒烟,recovery,nutrition,0,4,8,-2,1.0,0,0,0,0,3,0,0,5,0,addiction_recovery,0,有烟瘾,戒断反应,总体生存,"CDC Smoking Fact Sheet：每年 480,000 美国人死于吸烟（含二手烟），戒烟 5-10 年后 CVD 死亡风险降至接近非吸烟者水平。",CDC Cigarette Smoking Fact Sheet,https://www.cdc.gov/tobacco/about/index.html,high
R2701,戒高糖零食,recovery,addiction_recovery,1,2,3,0,-0.3,0,0,0,0,1,0,0,2,0,nutrition,0,可控制,戒断反应,代谢稳态,GBD 2017 Diet Lancet：高糖饮食与糖尿病、心血管事件、肥胖显著相关；糖激活与药物成瘾相似的多巴胺奖励回路。,GBD 2017 Diet Collaborators The Lancet,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(19)30041-8/fulltext,high
R2702,戒烟 (vape / 电子烟),recovery,addiction_recovery,0,3,5,-2,0.5,0,0,0,0,2,0,0,4,0,addiction_recovery,0,有烟瘾,戒断反应,肺功能,CDC E-Cigarette Fact Sheet 2024：青少年使用电子烟与认知发展、情绪调节受损相关；成人长期使用与肺损伤、心血管风险升高相关。,CDC E-Cigarette Fact Sheet 2024,https://www.cdc.gov/tobacco/about/index.html,high
